grid_cell,lat_bin,lon_bin,hour,day_of_week,crime_count,n_crime_types,month_mode,is_weekend,risk_level
41.85_-87.68,41.85,-87.68,4,1,1,1,5,0,Low
41.85_-87.68,41.85,-87.68,4,3,3,1,11,0,Medium
41.85_-87.68,41.85,-87.68,4,4,1,1,4,0,Low
41.85_-87.68,41.85,-87.68,4,5,5,4,3,1,High
41.85_-87.68,41.85,-87.68,5,0,2,1,4,0,Low
41.85_-87.68,41.85,-87.68,5,1,3,3,2,0,Medium
41.85_-87.68,41.85,-87.68,5,2,1,1,5,0,Low
41.85_-87.68,41.85,-87.68,5,3,2,2,1,0,Low
41.85_-87.68,41.85,-87.68,5,4,3,3,4,0,Medium
41.85_-87.68,41.85,-87.68,5,5,2,2,3,1,Low
41.85_-87.68,41.85,-87.68,5,6,4,3,4,1,Medium
41.85_-87.68,41.85,-87.68,6,0,2,1,4,0,Low
41.85_-87.68,41.85,-87.68,6,1,1,1,3,0,Low
41.85_-87.68,41.85,-87.68,6,2,2,1,4,0,Low
41.85_-87.68,41.85,-87.68,6,3,1,1,5,0,Low
41.85_-87.68,41.85,-87.68,6,4,3,2,1,0,Medium
41.85_-87.68,41.85,-87.68,6,5,3,3,2,1,Medium
41.85_-87.68,41.85,-87.68,6,6,3,2,11,1,Medium
41.85_-87.68,41.85,-87.68,7,0,3,3,3,0,Medium
41.85_-87.68,41.85,-87.68,7,3,3,2,3,0,Medium
41.85_-87.68,41.85,-87.68,7,4,2,1,2,0,Low
41.85_-87.68,41.85,-87.68,7,5,3,3,12,1,Medium
41.85_-87.68,41.85,-87.68,8,0,5,5,4,0,High
41.85_-87.68,41.85,-87.68,8,1,4,3,4,0,Medium
41.85_-87.68,41.85,-87.68,8,2,3,3,4,0,Medium
41.85_-87.68,41.85,-87.68,8,4,3,2,3,0,Medium
41.85_-87.68,41.85,-87.68,8,5,4,2,9,1,Medium
41.85_-87.68,41.85,-87.68,8,6,6,6,9,1,High
41.85_-87.68,41.85,-87.68,9,1,3,2,2,0,Medium
41.85_-87.68,41.85,-87.68,9,2,1,1,2,0,Low
41.85_-87.68,41.85,-87.68,9,3,2,2,2,0,Low
41.85_-87.68,41.85,-87.68,9,4,4,3,1,0,Medium
41.85_-87.68,41.85,-87.68,9,5,3,3,2,1,Medium
41.85_-87.68,41.85,-87.68,9,6,1,1,11,1,Low
41.85_-87.68,41.85,-87.68,10,0,7,5,5,0,High
41.85_-87.68,41.85,-87.68,10,1,4,4,6,0,Medium
41.85_-87.68,41.85,-87.68,10,2,4,4,4,0,Medium
41.85_-87.68,41.85,-87.68,10,3,3,3,2,0,Medium
41.85_-87.68,41.85,-87.68,10,4,2,2,8,0,Low
41.85_-87.68,41.85,-87.68,10,5,5,5,3,1,High
41.85_-87.68,41.85,-87.68,10,6,4,3,1,1,Medium
41.85_-87.68,41.85,-87.68,11,1,1,1,11,0,Low
41.85_-87.68,41.85,-87.68,11,2,3,2,2,0,Medium
41.85_-87.68,41.85,-87.68,11,3,3,2,7,0,Medium
41.85_-87.68,41.85,-87.68,11,4,3,2,2,0,Medium
41.85_-87.68,41.85,-87.68,12,0,6,5,4,0,High
41.85_-87.68,41.85,-87.68,12,1,1,1,7,0,Low
41.85_-87.68,41.85,-87.68,12,2,6,4,3,0,High
41.85_-87.68,41.85,-87.68,12,3,7,4,1,0,High
41.85_-87.68,41.85,-87.68,12,4,1,1,5,0,Low
41.85_-87.68,41.85,-87.68,12,5,4,4,4,1,Medium
41.85_-87.68,41.85,-87.68,12,6,2,2,1,1,Low
41.85_-87.68,41.85,-87.68,13,1,1,1,5,0,Low
41.85_-87.68,41.85,-87.68,13,2,1,1,3,0,Low
41.85_-87.68,41.85,-87.68,13,3,2,2,5,0,Low
41.85_-87.68,41.85,-87.68,13,4,3,2,3,0,Medium
41.85_-87.68,41.85,-87.68,13,5,4,4,4,1,Medium
41.85_-87.68,41.85,-87.68,13,6,2,2,3,1,Low
41.85_-87.68,41.85,-87.68,14,0,5,4,2,0,High
41.85_-87.68,41.85,-87.68,14,1,4,3,8,0,Medium
41.85_-87.68,41.85,-87.68,14,2,4,4,3,0,Medium
41.85_-87.68,41.85,-87.68,14,3,3,2,2,0,Medium
41.85_-87.68,41.85,-87.68,14,4,2,2,2,0,Low
41.85_-87.68,41.85,-87.68,14,5,1,1,2,1,Low
41.85_-87.68,41.85,-87.68,14,6,3,3,9,1,Medium
41.85_-87.68,41.85,-87.68,15,0,3,3,3,0,Medium
41.85_-87.68,41.85,-87.68,15,1,2,2,3,0,Low
41.85_-87.68,41.85,-87.68,15,2,1,1,6,0,Low
41.85_-87.68,41.85,-87.68,15,3,6,5,5,0,High
41.85_-87.68,41.85,-87.68,15,4,1,1,5,0,Low
41.85_-87.68,41.85,-87.68,15,5,2,2,9,1,Low
41.85_-87.68,41.85,-87.68,15,6,2,1,4,1,Low
41.85_-87.68,41.85,-87.68,16,0,4,4,2,0,Medium
41.85_-87.68,41.85,-87.68,16,1,3,2,6,0,Medium
41.85_-87.68,41.85,-87.68,16,2,5,5,10,0,High
41.85_-87.68,41.85,-87.68,16,3,2,2,2,0,Low
41.85_-87.68,41.85,-87.68,16,4,5,5,1,0,High
41.85_-87.68,41.85,-87.68,16,5,3,2,8,1,Medium
41.85_-87.68,41.85,-87.68,16,6,5,4,4,1,High
41.85_-87.68,41.85,-87.68,17,0,2,2,8,0,Low
41.85_-87.68,41.85,-87.68,17,1,8,6,7,0,High
41.85_-87.68,41.85,-87.68,17,2,5,3,2,0,High
41.85_-87.68,41.85,-87.68,17,3,6,4,10,0,High
41.85_-87.68,41.85,-87.68,17,4,1,1,3,0,Low
41.85_-87.68,41.85,-87.68,17,5,4,3,4,1,Medium
41.85_-87.68,41.85,-87.68,17,6,2,2,2,1,Low
41.85_-87.68,41.85,-87.68,18,0,3,2,2,0,Medium
41.85_-87.68,41.85,-87.68,18,1,2,1,7,0,Low
41.85_-87.68,41.85,-87.68,18,2,1,1,9,0,Low
41.85_-87.68,41.85,-87.68,18,3,2,2,3,0,Low
41.85_-87.68,41.85,-87.68,18,4,2,2,10,0,Low
41.85_-87.68,41.85,-87.68,18,5,2,2,5,1,Low
41.85_-87.68,41.85,-87.68,18,6,3,3,4,1,Medium
41.85_-87.68,41.85,-87.68,19,0,1,1,6,0,Low
41.85_-87.68,41.85,-87.68,19,1,3,3,3,0,Medium
41.85_-87.68,41.85,-87.68,19,2,3,2,2,0,Medium
41.85_-87.68,41.85,-87.68,19,3,5,5,1,0,High
41.85_-87.68,41.85,-87.68,19,4,4,4,4,0,Medium
41.85_-87.68,41.85,-87.68,19,5,7,4,10,1,High
41.85_-87.68,41.85,-87.68,19,6,3,3,11,1,Medium
41.85_-87.68,41.85,-87.68,20,0,3,3,2,0,Medium
41.85_-87.68,41.85,-87.68,20,1,3,3,2,0,Medium
41.85_-87.68,41.85,-87.68,20,2,5,5,3,0,High
41.85_-87.68,41.85,-87.68,20,3,5,4,2,0,High
41.85_-87.68,41.85,-87.68,20,4,4,3,3,0,Medium
41.85_-87.68,41.85,-87.68,20,5,2,1,4,1,Low
41.85_-87.68,41.85,-87.68,20,6,3,3,2,1,Medium
41.85_-87.68,41.85,-87.68,21,0,3,3,2,0,Medium
41.85_-87.68,41.85,-87.68,21,1,4,3,2,0,Medium
41.85_-87.68,41.85,-87.68,21,2,2,2,3,0,Low
41.85_-87.68,41.85,-87.68,21,3,4,3,2,0,Medium
41.85_-87.68,41.85,-87.68,21,5,2,2,7,1,Low
41.85_-87.68,41.85,-87.68,21,6,4,4,12,1,Medium
41.85_-87.68,41.85,-87.68,22,1,2,1,11,0,Low
41.85_-87.68,41.85,-87.68,22,2,3,3,2,0,Medium
41.85_-87.68,41.85,-87.68,22,3,3,3,1,0,Medium
41.85_-87.68,41.85,-87.68,22,4,4,3,2,0,Medium
41.85_-87.68,41.85,-87.68,22,5,8,5,5,1,High
41.85_-87.68,41.85,-87.68,22,6,4,2,3,1,Medium
41.85_-87.68,41.85,-87.68,23,0,3,3,6,0,Medium
41.85_-87.68,41.85,-87.68,23,1,3,2,2,0,Medium
41.85_-87.68,41.85,-87.68,23,2,1,1,1,0,Low
41.85_-87.68,41.85,-87.68,23,3,4,3,2,0,Medium
41.85_-87.68,41.85,-87.68,23,4,5,3,2,0,High
41.85_-87.68,41.85,-87.68,23,5,3,1,2,1,Medium
41.85_-87.68,41.85,-87.68,23,6,2,2,9,1,Low
41.85_-87.69,41.85,-87.69,0,0,6,6,10,0,High
41.85_-87.69,41.85,-87.69,0,1,2,2,11,0,Low
41.85_-87.69,41.85,-87.69,0,2,4,4,2,0,Medium
41.85_-87.69,41.85,-87.69,0,3,7,6,1,0,High
41.85_-87.69,41.85,-87.69,0,4,2,2,4,0,Low
41.85_-87.69,41.85,-87.69,0,5,11,6,3,1,High
41.85_-87.69,41.85,-87.69,0,6,10,8,12,1,High
41.85_-87.69,41.85,-87.69,1,0,1,1,12,0,Low
41.85_-87.69,41.85,-87.69,1,1,1,1,3,0,Low
41.85_-87.69,41.85,-87.69,1,2,2,2,9,0,Low
41.85_-87.69,41.85,-87.69,1,4,4,3,5,0,Medium
41.85_-87.69,41.85,-87.69,1,5,3,3,3,1,Medium
41.85_-87.69,41.85,-87.69,1,6,4,3,5,1,Medium
41.85_-87.69,41.85,-87.69,2,0,2,2,3,0,Low
41.85_-87.69,41.85,-87.69,2,1,1,1,3,0,Low
41.85_-87.69,41.85,-87.69,2,2,3,3,7,0,Medium
41.85_-87.69,41.85,-87.69,2,3,2,2,5,0,Low
41.85_-87.69,41.85,-87.69,2,4,2,2,4,0,Low
41.85_-87.69,41.85,-87.69,2,5,5,4,5,1,High
41.85_-87.69,41.85,-87.69,2,6,5,3,12,1,High
41.85_-87.69,41.85,-87.69,3,0,1,1,9,0,Low
41.85_-87.69,41.85,-87.69,3,1,2,2,4,0,Low
41.85_-87.69,41.85,-87.69,3,2,1,1,4,0,Low
41.85_-87.69,41.85,-87.69,3,3,2,2,4,0,Low
41.85_-87.69,41.85,-87.69,3,4,1,1,8,0,Low
41.85_-87.69,41.85,-87.69,3,5,2,2,2,1,Low
41.85_-87.69,41.85,-87.69,3,6,4,4,2,1,Medium
41.85_-87.69,41.85,-87.69,4,0,1,1,6,0,Low
41.85_-87.69,41.85,-87.69,4,1,3,3,3,0,Medium
41.85_-87.69,41.85,-87.69,4,2,1,1,10,0,Low
41.85_-87.69,41.85,-87.69,4,3,3,3,7,0,Medium
41.85_-87.69,41.85,-87.69,4,4,1,1,1,0,Low
41.85_-87.69,41.85,-87.69,4,5,2,2,5,1,Low
41.85_-87.69,41.85,-87.69,4,6,3,3,3,1,Medium
41.85_-87.69,41.85,-87.69,5,0,1,1,9,0,Low
41.85_-87.69,41.85,-87.69,5,1,2,2,7,0,Low
41.85_-87.69,41.85,-87.69,5,2,2,2,2,0,Low
41.85_-87.69,41.85,-87.69,5,3,2,2,8,0,Low
41.85_-87.69,41.85,-87.69,5,4,3,3,4,0,Medium
41.85_-87.69,41.85,-87.69,5,5,1,1,9,1,Low
41.85_-87.69,41.85,-87.69,5,6,1,1,5,1,Low
41.85_-87.69,41.85,-87.69,6,0,1,1,6,0,Low
41.85_-87.69,41.85,-87.69,6,1,1,1,1,0,Low
41.85_-87.69,41.85,-87.69,6,2,2,2,2,0,Low
41.85_-87.69,41.85,-87.69,6,3,2,2,6,0,Low
41.85_-87.69,41.85,-87.69,6,5,2,2,3,1,Low
41.85_-87.69,41.85,-87.69,6,6,1,1,3,1,Low
41.85_-87.69,41.85,-87.69,7,0,2,2,1,0,Low
41.85_-87.69,41.85,-87.69,7,1,2,2,4,0,Low
41.85_-87.69,41.85,-87.69,7,2,2,2,2,0,Low
41.85_-87.69,41.85,-87.69,7,3,3,3,8,0,Medium
41.85_-87.69,41.85,-87.69,7,4,3,3,4,0,Medium
41.85_-87.69,41.85,-87.69,7,5,3,2,1,1,Medium
41.85_-87.69,41.85,-87.69,7,6,3,3,2,1,Medium
41.85_-87.69,41.85,-87.69,8,0,7,4,9,0,High
41.85_-87.69,41.85,-87.69,8,1,6,4,8,0,High
41.85_-87.69,41.85,-87.69,8,2,7,5,2,0,High
41.85_-87.69,41.85,-87.69,8,3,5,4,5,0,High
41.85_-87.69,41.85,-87.69,8,4,2,2,4,0,Low
41.85_-87.69,41.85,-87.69,8,5,3,2,2,1,Medium
41.85_-87.69,41.85,-87.69,8,6,6,4,3,1,High
41.85_-87.69,41.85,-87.69,9,0,3,2,2,0,Medium
41.85_-87.69,41.85,-87.69,9,1,6,2,1,0,High
41.85_-87.69,41.85,-87.69,9,2,5,4,5,0,High
41.85_-87.69,41.85,-87.69,9,3,5,2,5,0,High
41.85_-87.69,41.85,-87.69,9,4,2,2,3,0,Low
41.85_-87.69,41.85,-87.69,9,5,1,1,7,1,Low
41.85_-87.69,41.85,-87.69,9,6,4,2,2,1,Medium
41.85_-87.69,41.85,-87.69,10,0,6,3,5,0,High
41.85_-87.69,41.85,-87.69,10,1,3,1,3,0,Medium
41.85_-87.69,41.85,-87.69,10,2,5,4,4,0,High
41.85_-87.69,41.85,-87.69,10,3,4,2,2,0,Medium
41.85_-87.69,41.85,-87.69,10,4,3,3,4,0,Medium
41.85_-87.69,41.85,-87.69,10,5,4,3,1,1,Medium
41.85_-87.69,41.85,-87.69,10,6,3,3,3,1,Medium
41.85_-87.69,41.85,-87.69,11,0,6,4,3,0,High
41.85_-87.69,41.85,-87.69,11,1,5,2,8,0,High
41.85_-87.69,41.85,-87.69,11,2,8,4,5,0,High
41.85_-87.69,41.85,-87.69,11,3,1,1,9,0,Low
41.85_-87.69,41.85,-87.69,11,4,6,4,5,0,High
41.85_-87.69,41.85,-87.69,11,5,8,4,8,1,High
41.85_-87.69,41.85,-87.69,11,6,1,1,11,1,Low
41.85_-87.69,41.85,-87.69,12,0,4,3,1,0,Medium
41.85_-87.69,41.85,-87.69,12,1,6,3,7,0,High
41.85_-87.69,41.85,-87.69,12,2,3,3,4,0,Medium
41.85_-87.69,41.85,-87.69,12,3,6,3,3,0,High
41.85_-87.69,41.85,-87.69,12,4,8,6,10,0,High
41.85_-87.69,41.85,-87.69,12,5,3,3,11,1,Medium
41.85_-87.69,41.85,-87.69,12,6,3,3,2,1,Medium
41.85_-87.69,41.85,-87.69,13,0,4,3,5,0,Medium
41.85_-87.69,41.85,-87.69,13,1,5,3,4,0,High
41.85_-87.69,41.85,-87.69,13,2,1,1,3,0,Low
41.85_-87.69,41.85,-87.69,13,3,3,2,4,0,Medium
41.85_-87.69,41.85,-87.69,13,4,1,1,2,0,Low
41.85_-87.69,41.85,-87.69,13,5,5,3,8,1,High
41.85_-87.69,41.85,-87.69,13,6,2,2,8,1,Low
41.85_-87.69,41.85,-87.69,14,0,10,6,12,0,High
41.85_-87.69,41.85,-87.69,14,1,3,3,3,0,Medium
41.85_-87.69,41.85,-87.69,14,2,5,3,4,0,High
41.85_-87.69,41.85,-87.69,14,3,5,4,6,0,High
41.85_-87.69,41.85,-87.69,14,4,10,5,4,0,High
41.85_-87.69,41.85,-87.69,14,5,5,5,1,1,High
41.85_-87.69,41.85,-87.69,14,6,7,6,12,1,High
41.85_-87.69,41.85,-87.69,15,0,4,3,1,0,Medium
41.85_-87.69,41.85,-87.69,15,1,8,3,1,0,High
41.85_-87.69,41.85,-87.69,15,2,5,3,2,0,High
41.85_-87.69,41.85,-87.69,15,3,6,2,4,0,High
41.85_-87.69,41.85,-87.69,15,4,8,6,10,0,High
41.85_-87.69,41.85,-87.69,15,5,6,5,8,1,High
41.85_-87.69,41.85,-87.69,15,6,5,3,6,1,High
41.85_-87.69,41.85,-87.69,16,0,6,5,3,0,High
41.85_-87.69,41.85,-87.69,16,1,7,6,2,0,High
41.85_-87.69,41.85,-87.69,16,2,6,3,2,0,High
41.85_-87.69,41.85,-87.69,16,3,8,4,3,0,High
41.85_-87.69,41.85,-87.69,16,4,5,4,3,0,High
41.85_-87.69,41.85,-87.69,16,5,5,4,2,1,High
41.85_-87.69,41.85,-87.69,16,6,4,2,8,1,Medium
41.85_-87.69,41.85,-87.69,17,0,4,2,4,0,Medium
41.85_-87.69,41.85,-87.69,17,1,5,2,1,0,High
41.85_-87.69,41.85,-87.69,17,2,7,5,4,0,High
41.85_-87.69,41.85,-87.69,17,3,4,2,1,0,Medium
41.85_-87.69,41.85,-87.69,17,4,1,1,5,0,Low
41.85_-87.69,41.85,-87.69,17,5,5,5,1,1,High
41.85_-87.69,41.85,-87.69,17,6,6,4,10,1,High
41.85_-87.69,41.85,-87.69,18,0,2,2,4,0,Low
41.85_-87.69,41.85,-87.69,18,1,9,7,3,0,High
41.85_-87.69,41.85,-87.69,18,2,3,3,7,0,Medium
41.85_-87.69,41.85,-87.69,18,3,1,1,1,0,Low
41.85_-87.69,41.85,-87.69,18,4,2,1,1,0,Low
41.85_-87.69,41.85,-87.69,18,5,5,2,3,1,High
41.85_-87.69,41.85,-87.69,18,6,4,4,3,1,Medium
41.85_-87.69,41.85,-87.69,19,0,2,2,3,0,Low
41.85_-87.69,41.85,-87.69,19,1,12,6,4,0,High
41.85_-87.69,41.85,-87.69,19,2,5,4,4,0,High
41.85_-87.69,41.85,-87.69,19,3,5,4,3,0,High
41.85_-87.69,41.85,-87.69,19,4,5,4,5,0,High
41.85_-87.69,41.85,-87.69,19,5,4,3,2,1,Medium
41.85_-87.69,41.85,-87.69,19,6,9,5,3,1,High
41.85_-87.69,41.85,-87.69,20,0,6,4,4,0,High
41.85_-87.69,41.85,-87.69,20,1,2,2,1,0,Low
41.85_-87.69,41.85,-87.69,20,2,1,1,5,0,Low
41.85_-87.69,41.85,-87.69,20,3,2,2,4,0,Low
41.85_-87.69,41.85,-87.69,20,4,4,4,1,0,Medium
41.85_-87.69,41.85,-87.69,20,5,6,4,5,1,High
41.85_-87.69,41.85,-87.69,20,6,5,4,2,1,High
41.85_-87.69,41.85,-87.69,21,0,3,3,2,0,Medium
41.85_-87.69,41.85,-87.69,21,1,3,3,2,0,Medium
41.85_-87.69,41.85,-87.69,21,2,4,2,5,0,Medium
41.85_-87.69,41.85,-87.69,21,3,6,5,8,0,High
41.85_-87.69,41.85,-87.69,21,4,3,2,3,0,Medium
41.85_-87.69,41.85,-87.69,21,5,6,4,7,1,High
41.85_-87.69,41.85,-87.69,21,6,4,4,2,1,Medium
41.85_-87.69,41.85,-87.69,22,0,1,1,9,0,Low
41.85_-87.69,41.85,-87.69,22,1,2,1,3,0,Low
41.85_-87.69,41.85,-87.69,22,2,3,2,3,0,Medium
41.85_-87.69,41.85,-87.69,22,3,1,1,12,0,Low
41.85_-87.69,41.85,-87.69,22,4,9,6,3,0,High
41.85_-87.69,41.85,-87.69,22,5,8,5,5,1,High
41.85_-87.69,41.85,-87.69,22,6,2,2,3,1,Low
41.85_-87.69,41.85,-87.69,23,0,4,4,1,0,Medium
41.85_-87.69,41.85,-87.69,23,1,3,2,6,0,Medium
41.85_-87.69,41.85,-87.69,23,2,4,4,2,0,Medium
41.85_-87.69,41.85,-87.69,23,3,4,4,7,0,Medium
41.85_-87.69,41.85,-87.69,23,4,9,6,11,0,High
41.85_-87.69,41.85,-87.69,23,5,10,8,4,1,High
41.85_-87.69,41.85,-87.69,23,6,2,2,2,1,Low
41.85_-87.7,41.85,-87.7,0,0,6,4,2,0,High
41.85_-87.7,41.85,-87.7,0,1,3,3,3,0,Medium
41.85_-87.7,41.85,-87.7,0,2,7,5,4,0,High
41.85_-87.7,41.85,-87.7,0,3,4,4,12,0,Medium
41.85_-87.7,41.85,-87.7,0,4,9,4,8,0,High
41.85_-87.7,41.85,-87.7,0,5,13,7,4,1,High
41.85_-87.7,41.85,-87.7,0,6,7,5,2,1,High
41.85_-87.7,41.85,-87.7,1,0,7,5,1,0,High
41.85_-87.7,41.85,-87.7,1,1,2,2,2,0,Low
41.85_-87.7,41.85,-87.7,1,2,1,1,11,0,Low
41.85_-87.7,41.85,-87.7,1,3,2,2,1,0,Low
41.85_-87.7,41.85,-87.7,1,4,2,2,5,0,Low
41.85_-87.7,41.85,-87.7,1,5,6,5,6,1,High
41.85_-87.7,41.85,-87.7,1,6,9,4,6,1,High
41.85_-87.7,41.85,-87.7,2,0,3,2,3,0,Medium
41.85_-87.7,41.85,-87.7,2,1,3,2,2,0,Medium
41.85_-87.7,41.85,-87.7,2,2,6,2,12,0,High
41.85_-87.7,41.85,-87.7,2,3,1,1,12,0,Low
41.85_-87.7,41.85,-87.7,2,4,2,2,1,0,Low
41.85_-87.7,41.85,-87.7,2,5,4,4,2,1,Medium
41.85_-87.7,41.85,-87.7,2,6,6,4,8,1,High
41.85_-87.7,41.85,-87.7,3,0,2,2,11,0,Low
41.85_-87.7,41.85,-87.7,3,1,2,2,5,0,Low
41.85_-87.7,41.85,-87.7,3,2,3,2,4,0,Medium
41.85_-87.7,41.85,-87.7,3,4,1,1,2,0,Low
41.85_-87.7,41.85,-87.7,3,5,7,4,8,1,High
41.85_-87.7,41.85,-87.7,3,6,2,2,3,1,Low
41.85_-87.7,41.85,-87.7,4,0,3,3,3,0,Medium
41.85_-87.7,41.85,-87.7,4,1,2,2,3,0,Low
41.85_-87.7,41.85,-87.7,4,2,1,1,3,0,Low
41.85_-87.7,41.85,-87.7,4,3,3,3,11,0,Medium
41.85_-87.7,41.85,-87.7,4,4,2,2,5,0,Low
41.85_-87.7,41.85,-87.7,4,5,2,2,4,1,Low
41.85_-87.7,41.85,-87.7,4,6,5,4,4,1,High
41.85_-87.7,41.85,-87.7,5,0,3,2,1,0,Medium
41.85_-87.7,41.85,-87.7,5,1,2,2,7,0,Low
41.85_-87.7,41.85,-87.7,5,2,4,4,2,0,Medium
41.85_-87.7,41.85,-87.7,5,3,1,1,10,0,Low
41.85_-87.7,41.85,-87.7,5,4,5,5,5,0,High
41.85_-87.7,41.85,-87.7,5,5,1,1,4,1,Low
41.85_-87.7,41.85,-87.7,5,6,6,5,11,1,High
41.85_-87.7,41.85,-87.7,6,0,6,6,7,0,High
41.85_-87.7,41.85,-87.7,6,1,1,1,5,0,Low
41.85_-87.7,41.85,-87.7,6,2,1,1,6,0,Low
41.85_-87.7,41.85,-87.7,6,3,1,1,12,0,Low
41.85_-87.7,41.85,-87.7,6,4,2,2,9,0,Low
41.85_-87.7,41.85,-87.7,6,5,2,2,2,1,Low
41.85_-87.7,41.85,-87.7,6,6,2,1,4,1,Low
41.85_-87.7,41.85,-87.7,7,0,3,2,1,0,Medium
41.85_-87.7,41.85,-87.7,7,1,3,3,7,0,Medium
41.85_-87.7,41.85,-87.7,7,2,2,1,4,0,Low
41.85_-87.7,41.85,-87.7,7,3,4,3,2,0,Medium
41.85_-87.7,41.85,-87.7,7,4,1,1,5,0,Low
41.85_-87.7,41.85,-87.7,7,5,3,2,3,1,Medium
41.85_-87.7,41.85,-87.7,7,6,3,3,8,1,Medium
41.85_-87.7,41.85,-87.7,8,0,7,5,2,0,High
41.85_-87.7,41.85,-87.7,8,1,2,2,5,0,Low
41.85_-87.7,41.85,-87.7,8,2,6,4,3,0,High
41.85_-87.7,41.85,-87.7,8,3,8,7,4,0,High
41.85_-87.7,41.85,-87.7,8,4,6,3,3,0,High
41.85_-87.7,41.85,-87.7,8,5,2,2,4,1,Low
41.85_-87.7,41.85,-87.7,8,6,1,1,2,1,Low
41.85_-87.7,41.85,-87.7,9,0,5,4,10,0,High
41.85_-87.7,41.85,-87.7,9,1,3,3,2,0,Medium
41.85_-87.7,41.85,-87.7,9,2,3,3,2,0,Medium
41.85_-87.7,41.85,-87.7,9,3,3,2,5,0,Medium
41.85_-87.7,41.85,-87.7,9,4,10,5,3,0,High
41.85_-87.7,41.85,-87.7,9,5,10,5,3,1,High
41.85_-87.7,41.85,-87.7,9,6,3,2,2,1,Medium
41.85_-87.7,41.85,-87.7,10,0,5,4,1,0,High
41.85_-87.7,41.85,-87.7,10,1,6,6,3,0,High
41.85_-87.7,41.85,-87.7,10,2,7,4,3,0,High
41.85_-87.7,41.85,-87.7,10,3,12,6,5,0,High
41.85_-87.7,41.85,-87.7,10,4,7,6,1,0,High
41.85_-87.7,41.85,-87.7,10,5,3,3,3,1,Medium
41.85_-87.7,41.85,-87.7,10,6,3,3,10,1,Medium
41.85_-87.7,41.85,-87.7,11,0,3,2,9,0,Medium
41.85_-87.7,41.85,-87.7,11,1,6,5,3,0,High
41.85_-87.7,41.85,-87.7,11,2,6,4,2,0,High
41.85_-87.7,41.85,-87.7,11,3,5,4,9,0,High
41.85_-87.7,41.85,-87.7,11,4,6,4,3,0,High
41.85_-87.7,41.85,-87.7,11,5,5,4,4,1,High
41.85_-87.7,41.85,-87.7,11,6,6,4,9,1,High
41.85_-87.7,41.85,-87.7,12,0,6,5,4,0,High
41.85_-87.7,41.85,-87.7,12,1,6,4,2,0,High
41.85_-87.7,41.85,-87.7,12,2,8,7,4,0,High
41.85_-87.7,41.85,-87.7,12,3,8,5,1,0,High
41.85_-87.7,41.85,-87.7,12,4,10,6,2,0,High
41.85_-87.7,41.85,-87.7,12,5,12,6,2,1,High
41.85_-87.7,41.85,-87.7,12,6,13,7,11,1,High
41.85_-87.7,41.85,-87.7,13,0,5,4,10,0,High
41.85_-87.7,41.85,-87.7,13,1,3,2,2,0,Medium
41.85_-87.7,41.85,-87.7,13,2,6,6,3,0,High
41.85_-87.7,41.85,-87.7,13,3,6,4,4,0,High
41.85_-87.7,41.85,-87.7,13,4,3,3,5,0,Medium
41.85_-87.7,41.85,-87.7,13,5,5,5,2,1,High
41.85_-87.7,41.85,-87.7,13,6,3,3,1,1,Medium
41.85_-87.7,41.85,-87.7,14,0,8,4,4,0,High
41.85_-87.7,41.85,-87.7,14,1,5,4,8,0,High
41.85_-87.7,41.85,-87.7,14,2,6,5,2,0,High
41.85_-87.7,41.85,-87.7,14,3,10,4,4,0,High
41.85_-87.7,41.85,-87.7,14,4,5,5,3,0,High
41.85_-87.7,41.85,-87.7,14,5,5,3,8,1,High
41.85_-87.7,41.85,-87.7,14,6,6,5,2,1,High
41.85_-87.7,41.85,-87.7,15,0,4,3,9,0,Medium
41.85_-87.7,41.85,-87.7,15,1,6,4,5,0,High
41.85_-87.7,41.85,-87.7,15,2,2,2,4,0,Low
41.85_-87.7,41.85,-87.7,15,3,10,6,3,0,High
41.85_-87.7,41.85,-87.7,15,4,7,6,2,0,High
41.85_-87.7,41.85,-87.7,15,5,10,5,4,1,High
41.85_-87.7,41.85,-87.7,15,6,4,2,1,1,Medium
41.85_-87.7,41.85,-87.7,16,0,6,4,3,0,High
41.85_-87.7,41.85,-87.7,16,1,3,2,9,0,Medium
41.85_-87.7,41.85,-87.7,16,2,5,3,2,0,High
41.85_-87.7,41.85,-87.7,16,3,6,4,5,0,High
41.85_-87.7,41.85,-87.7,16,4,6,4,1,0,High
41.85_-87.7,41.85,-87.7,16,5,7,5,3,1,High
41.85_-87.7,41.85,-87.7,16,6,11,7,8,1,High
41.85_-87.7,41.85,-87.7,17,0,6,4,4,0,High
41.85_-87.7,41.85,-87.7,17,1,5,2,9,0,High
41.85_-87.7,41.85,-87.7,17,2,9,4,2,0,High
41.85_-87.7,41.85,-87.7,17,3,2,2,10,0,Low
41.85_-87.7,41.85,-87.7,17,4,6,4,4,0,High
41.85_-87.7,41.85,-87.7,17,5,9,3,5,1,High
41.85_-87.7,41.85,-87.7,17,6,2,2,9,1,Low
41.85_-87.7,41.85,-87.7,18,0,6,5,1,0,High
41.85_-87.7,41.85,-87.7,18,1,5,3,3,0,High
41.85_-87.7,41.85,-87.7,18,2,5,5,2,0,High
41.85_-87.7,41.85,-87.7,18,3,6,6,3,0,High
41.85_-87.7,41.85,-87.7,18,4,7,6,2,0,High
41.85_-87.7,41.85,-87.7,18,5,5,3,8,1,High
